region,instance_type
us-west-2,m4.4xlarge
us-west-2,r5b.metal
us-west-2,u7i-12tb.224xlarge
us-west-2,f1.2xlarge
us-west-2,r8g.medium
us-west-2,m5d.4xlarge
us-west-2,c6id.large
us-west-2,c8g.24xlarge
us-west-2,r5d.2xlarge
us-west-2,x2iedn.xlarge
us-west-2,c6id.4xlarge
us-west-2,r7a.16xlarge
us-west-2,m6in.24xlarge
us-west-2,c7a.12xlarge
us-west-2,m4.large
us-west-2,i4g.xlarge
us-west-2,c4.4xlarge
us-west-2,inf2.xlarge
us-west-2,i8g.4xlarge
us-west-2,m5a.4xlarge
us-west-2,m7g.4xlarge
us-west-2,gr6.8xlarge
us-west-2,c6in.metal
